,Name,DrinkType,Category,Glass,IBA,Recipe,Ingredients,Measure
8632,,,,,,,"['Light Rum', 'Unfilled', 'Unfilled', 'Unfilled', -1.0, -1.0, -1.0, 'Orange Juice', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled']","['1 1/2 Oz', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', '5 Oz', '', '', '', '', '', 'Unfilled', 'Unfilled']"
8633,,,,,,,"['Light Rum', 'Unfilled', 'Unfilled', 'Unfilled', -1.0, -1.0, -1.0, 'Lemon Juice', 'Sugar', 'Orange', 'Maraschino Cherry', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled']",
8634,,,,,,,"['Rum', 'Unfilled', 'Unfilled', 'Unfilled', -1.0, -1.0, -1.0, 'Powdered Sugar', 'Lemon Peel', 'Water', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled']","['2 Oz Light Or Dark', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', '2 Tsp', '1 Twist Of', '2 Tsp', '', '', '', '', '']"
8635,,,,,,,"['Vodka', 'Unfilled', 'Unfilled', 'Unfilled', -1.0, -1.0, -1.0, 'Creme De Cassis', 'Sugar Syrup', 'Lemon Juice', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled']","['2.5 Cl', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', '1.5 Cl', '1 Cl', '2.5 Cl', 'Unfilled', '', '', 'Unfilled', 'Unfilled']"
8636,,,,,,,"['Scotch', 'Unfilled', 'Unfilled', 'Unfilled', -1.0, -1.0, -1.0, 'Drambuie', 'Lemon Peel', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled']","['1 1/2 Oz', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', '1/2 Oz', '1 Twist Of', '', '', '', '', '', 'Unfilled']"
8637,,,,,,,"['Grapefruit Juice', 'Unfilled', 'Unfilled', 'Unfilled', -1.0, -1.0, -1.0, 'Gin', 'Salt', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled']","['5 Oz', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', '1 1/2 Oz', '1/4 Tsp', '', '', '', '', '', 'Unfilled']"
8638,,,,,,,"['Vodka', 'Unfilled', 'Unfilled', 'Unfilled', -1.0, -1.0, -1.0, 'Creme De Banane', 'Grenadine', 'Orange Juice', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled']","['2 Cl', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', '2 Cl', '', '', '', '', '', '', 'Unfilled']"
8639,,,,,,,"['Red Wine', 'Unfilled', 'Unfilled', 'Unfilled', -1.0, -1.0, -1.0, 'Sugar', 'Orange Juice', 'Lemon Juice', 'Cloves', 'Cinnamon', 'Unfilled', 'Unfilled', 'Unfilled']","['1 Bottle', '', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', '1/2 Cup', '1 Cup', '1 Cup', '', '', '', '', '']"
8640,,,,,,,"['Red Wine', 'Unfilled', 'Unfilled', 'Unfilled', -1.0, -1.0, -1.0, 'Sugar', 'Lemon', 'Orange', 'Apple', 'Brandy', 'Soda Water', 'Unfilled', 'Unfilled']","['1 1/2 L', '', '', '', 'Unfilled', 'Unfilled', 'Unfilled', '1 Cup', '1 Large', '1 Large', '1 Large', '3-4 Oz Plain', '', '', '']"
8641,,,,,,,"['Ricard', 'Unfilled', 'Unfilled', 'Unfilled', -1.0, -1.0, -1.0, 'Sugar', 'Peychaud Bitters', 'Water', 'Bourbon', 'Lemon Peel', 'Unfilled', 'Unfilled', 'Unfilled']","['1 Tsp', '', '', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', '1/2 Tsp Superfine', '2 Dashes', '1 Tsp', '2 Oz', '1 Twist Of', '', '', '']"
8642,,,,,,,"['Brandy', 'Unfilled', 'Unfilled', 'Unfilled', -1.0, -1.0, -1.0, 'Amaretto', 'Light Cream', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled']",
8643,,,,,,,"['Scotch', 'Unfilled', 'Unfilled', 'Unfilled', -1.0, -1.0, -1.0, 'Brandy', 'Curacao', 'Orange', 'Mint', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled']","['2 Oz', '', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', '4 Dashes', '4 Dashes', '1 Slice', '1', '', '', '', '']"
8644,,,,,,,"['Scotch', 'Unfilled', 'Unfilled', 'Unfilled', -1.0, -1.0, -1.0, 'Lime', 'Powdered Sugar', 'Lemon', 'Cherry', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled']","['1 1/2 Oz', '', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Juice Of 1/2', '1/2 Tsp', '1/2 Slice', '1', '', '', '', '']"
8645,,,,,,,"['Johnnie Walker', 'Unfilled', 'Unfilled', 'Unfilled', -1.0, -1.0, -1.0, 'Honey', 'Angelica Root', 'Fennel Seeds', 'Lemon Peel', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled']","['1 Fifth', '', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', '1 1/2 Cup Mild', '2 Tsp Dried And Chopped', '1/4 Tsp Crushed', '2 2 Inch Strips', '', '', '', '']"
8646,,,,,,,"['Vodka', 'Unfilled', 'Unfilled', 'Unfilled', -1.0, -1.0, -1.0, ""Bailey's Irish Cream"", 'Kahlua', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled']","['1 Oz', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', '1 1/2 Oz', '1/2 Oz', '', '', '', '', '', 'Unfilled']"
8647,,,,,,,"['Vodka', 'Unfilled', 'Unfilled', 'Unfilled', -1.0, -1.0, -1.0, 'Orange Juice', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled']","['2 Oz', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled']"
8648,,,,,,,"['Vodka', 'Unfilled', 'Unfilled', 'Unfilled', -1.0, -1.0, -1.0, 'Cranberry Juice', 'Grapefruit Juice', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled']","['1 1/2 Oz', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', '4 Oz', '1 Oz', '', '', '', '', '', 'Unfilled']"
8649,,,,,,,"['Vodka', 'Unfilled', 'Unfilled', 'Unfilled', -1.0, -1.0, -1.0, 'Peach Schnapps', 'Cranberry Juice', 'Grapefruit Juice', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled']","['1 Oz', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', '3/4 Oz', 'Unfilled', '', '', '', '', '', 'Unfilled']"
8650,,,,,,,"['Light Rum', 'Unfilled', 'Unfilled', 'Unfilled', -1.0, -1.0, -1.0, 'Anisette', 'Grenadine', 'Lemon', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled']","['1 Oz Jamaican', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', '1 Tsp', '1/2 Tsp', 'Juice Of 1/4', '', '', '', '', '']"
8651,,,,,,,"['Lemonade', 'Unfilled', 'Unfilled', 'Unfilled', -1.0, -1.0, -1.0, 'Water', 'Vodka', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled']","['1 Can', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', '3 Cans', '1 1/2 Cup', '', '', '', '', '', 'Unfilled']"
8652,,,,,,,"['Sherry', 'Unfilled', 'Unfilled', 'Unfilled', -1.0, -1.0, -1.0, 'Powdered Sugar', 'Egg', 'Milk', 'Nutmeg', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled']","['2 Oz Cream', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', '1 Tsp', '1 Whole', '', '', '', '', '', '']"
8653,,,,,,,"['Sherry', 'Unfilled', 'Unfilled', 'Unfilled', -1.0, -1.0, -1.0, 'Light Cream', 'Powdered Sugar', 'Egg', 'Nutmeg', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled']","['1 1/2 Oz Cream', '', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', '2 Tsp', '1 Tsp', '1 Whole', '', '', '', '', '']"
8654,,,,,,,"['Jim Beam', 'Unfilled', 'Unfilled', 'Unfilled', -1.0, -1.0, -1.0, 'Jack Daniels', 'Wild Turkey', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled']","['1 Part', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', '1 Part', '1 Oz', '', '', '', '', '', 'Unfilled']"
8655,,,,,,,"['Cognac', 'Unfilled', 'Unfilled', 'Unfilled', -1.0, -1.0, -1.0, 'Cointreau', 'Lemon Juice', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled']","['2 Oz', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', '1/2 Oz', '1 Oz', '', '', '', '', '', 'Unfilled']"
8656,,,,,,,"['Brandy', 'Unfilled', 'Unfilled', 'Unfilled', -1.0, -1.0, -1.0, 'Triple Sec', 'Lemon', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled']","['1 Oz', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', '1/2 Oz', 'Juice Of 1/4', '', '', '', '', '', 'Unfilled']"
8657,,,,,,,"['Cherry Brandy', 'Unfilled', 'Unfilled', 'Unfilled', -1.0, -1.0, -1.0, 'Grenadine', 'Gin', 'Sweet And Sour', 'Carbonated Water', 'Cherry', 'Unfilled', 'Unfilled', 'Unfilled']","['1/2 Oz', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', '1/2 Oz', '1 Oz', '2 Oz', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled']"
8658,,,,,,,"['Sloe Gin', 'Unfilled', 'Unfilled', 'Unfilled', -1.0, -1.0, -1.0, 'Dry Vermouth', 'Orange Bitters', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled']","['2 Oz', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', '1/4 Tsp', '1 Dash', '', '', '', '', '', 'Unfilled']"
8659,,,,,,,"['Red Wine', 'Unfilled', 'Unfilled', 'Unfilled', -1.0, -1.0, -1.0, 'Peach Schnapps', 'Pepsi Cola', 'Orange Juice', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled']","['1/3 Part', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', '1 Shot', '1/3 Part', '1/3 Part', '', '', '', '', '']"
8660,,,,,,,"['Lager', 'Unfilled', 'Unfilled', 'Unfilled', -1.0, -1.0, -1.0, 'Cider', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled']","['1/2 Pint', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', '1/2 Pint Sweet Or Dry', '', '', '', '', '', 'Unfilled', 'Unfilled']"
8661,,,,,,,"['Lager', 'Unfilled', 'Unfilled', 'Unfilled', -1.0, -1.0, -1.0, 'Cider', 'Blackcurrant Squash', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled']","['1/2 Pint', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', '1/2 Pint', 'A Little Bit Of', '', '', '', '', '', 'Unfilled']"
8662,,,,,,,"['Advocaat', 'Unfilled', 'Unfilled', 'Unfilled', -1.0, -1.0, -1.0, 'Lemonade', 'Lemon', 'Ice', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled']","['1 1/2 Oz', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', '8-10 Oz Cold', '1 Slice', 'Cubes', '', '', '', '', '']"
8663,,,,,,,"['Brandy', 'Unfilled', 'Unfilled', 'Unfilled', -1.0, -1.0, -1.0, 'Anisette', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled']",
8664,,,,,,,"['151 Proof Rum', 'Unfilled', 'Unfilled', 'Unfilled', -1.0, -1.0, -1.0, 'Malibu Rum', 'Pineapple Juice', 'Orange Juice', 'Grenadine', 'Cherries', 'Unfilled', 'Unfilled', 'Unfilled']","['1 Shot Bacardi', '', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', '1 Shot', '1 Shot', '', '', '', '', '', '']"
8665,,,,,,,"['Milk', 'Unfilled', 'Unfilled', 'Unfilled', -1.0, -1.0, -1.0, 'Chocolate', 'Cinnamon', 'Egg Yolk', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled']","['2 Cups', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', '2 Oz Sweet', '1/2 Tsp', '2 Beaten', '', '', '', '', '']"
8666,,,,,,,"['Peach Nectar', 'Unfilled', 'Unfilled', 'Unfilled', -1.0, -1.0, -1.0, 'Orange Juice', 'Brown Sugar', 'Cinnamon', 'Cloves', 'Lime Juice', 'Unfilled', 'Unfilled', 'Unfilled']","['46 Oz', '', '', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', '20 Oz', '1/2 Cup', '3 3-inch', '1/2 Tsp', '2 Tblsp', '', '', '']"
8667,,,,,,,"['Coffee', 'Unfilled', 'Unfilled', 'Unfilled', -1.0, -1.0, -1.0, 'Cinnamon', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled']","['', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', '', '', '', '', '', 'Unfilled', 'Unfilled', 'Unfilled']"
8668,,,,,,,"['Prosecco', 'Unfilled', 'Unfilled', 'Unfilled', -1.0, -1.0, -1.0, 'Campari', 'Soda Water', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled']","['6 Cl', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', '4 Cl', 'Splash', 'Unfilled', 'Unfilled', '', '', 'Unfilled', 'Unfilled']"
8669,,,,,,,"['Brandy', 'Unfilled', 'Unfilled', 'Unfilled', -1.0, -1.0, -1.0, 'White Creme De Menthe', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled']",
8670,,,,,,,"['Apricot Brandy', 'Unfilled', 'Unfilled', 'Unfilled', -1.0, -1.0, -1.0, 'Orange Juice', 'Sweet And Sour', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled']",
8671,,,,,,,"['Strawberry Schnapps', 'Unfilled', 'Unfilled', 'Unfilled', -1.0, -1.0, -1.0, 'Light Rum', 'Lime Juice', 'Powdered Sugar', 'Strawberries', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled']","['1/2 Oz', '', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', '1 Oz', '1 Oz', '1 Tsp', '1 Oz', '', '', '', '']"
8672,,,,,,,"['Lemon', 'Unfilled', 'Unfilled', 'Unfilled', -1.0, -1.0, -1.0, 'Sugar', 'Strawberries', 'Water', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled']","['Juice Of 1', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', '1 Tblsp', '8-10 Ripe', '1 Cup', '', '', '', '', '']"
8673,,,,,,,"['Strawberry Schnapps', 'Unfilled', 'Unfilled', 'Unfilled', -1.0, -1.0, -1.0, 'Tequila', 'Triple Sec', 'Lemon Juice', 'Strawberries', 'Salt', 'Unfilled', 'Unfilled', 'Unfilled']","['1/2 Oz', '', '', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', '1 Oz', '1/2 Oz', '1 Oz', '1 Oz', '', '', '', '']"
8674,,,,,,,"['Strawberries', 'Unfilled', 'Unfilled', 'Unfilled', -1.0, -1.0, -1.0, 'Honey', 'Water', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled']","['1 1/2 Cup', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', '4 Tsp', '1/2 Cup', '', '', '', '', '', 'Unfilled']"
8675,,,,,,,"['Pineapple Juice', 'Unfilled', 'Unfilled', 'Unfilled', -1.0, -1.0, -1.0, 'Club Soda', 'Orange Juice', 'Lemon', 'Berries', 'Champagne', 'Unfilled', 'Unfilled', 'Unfilled']","['46 Oz Chilled', '', '', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', '28 Oz', '6 Oz Frozen', '1', '2 Cups', '1 Bottle', '', '', '']"
8676,,,,,,,"['Ouzo', 'Unfilled', 'Unfilled', 'Unfilled', -1.0, -1.0, -1.0, ""Bailey's Irish Cream"", 'Gin', 'Grand Marnier', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled']","['1 Part', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', '1 Part', '2 Parts', '1/2 Part', '', '', '', '', '']"
8677,,,,,,,"['Coffee', 'Unfilled', 'Unfilled', 'Unfilled', -1.0, -1.0, -1.0, 'Aquavit', 'Sugar', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled']","['1 Cup', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', '4 Cl', 'By Taste', '', '', '', '', '', 'Unfilled']"
8678,,,,,,,"['Milk', 'Unfilled', 'Unfilled', 'Unfilled', -1.0, -1.0, -1.0, 'Banana', 'Honey', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled']","['2 Cups', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', '1', '1 Tblsp', '', '', '', '', '', 'Unfilled']"
8679,,,,,,,"['Red Wine', 'Unfilled', 'Unfilled', 'Unfilled', -1.0, -1.0, -1.0, 'Sugar', 'Water', 'Apple', 'Orange', 'Lime', 'Lemon', 'Fresca', 'Unfilled']","['2 Bottles', '', '', '', 'Unfilled', 'Unfilled', 'Unfilled', '1 Cup', '2 Cups Hot', '1 Cup', 'Wedges', 'Wedges', '', '', '']"
8680,,,,,,,"['Godiva Liqueur', 'Unfilled', 'Unfilled', 'Unfilled', -1.0, -1.0, -1.0, 'Milk', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled']","['2 Shots', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', '', '', '', '', '', '', 'Unfilled', 'Unfilled']"
8681,,,,,,,"['Grand Marnier', 'Unfilled', 'Unfilled', 'Unfilled', -1.0, -1.0, -1.0, 'Coffee', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled']",
8682,,,,,,,"['Coffee', 'Unfilled', 'Unfilled', 'Unfilled', -1.0, -1.0, -1.0, 'Jack Daniels', 'Amaretto', 'Whipped Cream', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled']","['8 Oz', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', '4 Oz', '4 Oz', '', '', '', '', '', '']"
8683,,,,,,,"['Tequila', 'Unfilled', 'Unfilled', 'Unfilled', -1.0, -1.0, -1.0, 'Lemon Juice', 'Grenadine', 'Egg White', 'Ginger Ale', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled']","['2 Oz', '', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', '1 Tblsp', '3/4 Oz', '1', '', '', '', '', '']"
8684,,,,,,,"['Tequila', 'Unfilled', 'Unfilled', 'Unfilled', -1.0, -1.0, -1.0, 'Lemon', 'Powdered Sugar', 'Lemon', 'Cherry', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled']","['2 Oz', '', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Juice Of 1/2', '1 Tsp', '1/2 Slice', '1', '', '', '', '']"
8685,,,,,,,"['Tequila', 'Unfilled', 'Unfilled', 'Unfilled', -1.0, -1.0, -1.0, 'Orange Juice', 'Grenadine', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled']","['2 Measures', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled']"
8686,,,,,,,,"['Full Glass', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'About 8 Drops', '', '', '', '', '', 'Unfilled', 'Unfilled']"
8687,,,,,,,"['Yukon Jack', 'Unfilled', 'Unfilled', 'Unfilled', -1.0, -1.0, -1.0, 'Cherry Brandy', 'Southern Comfort', 'Sweet And Sour', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled']","['1 Part', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', '1/2 Part', '1 Part', '1 Splash', '', '', '', '', '']"
8688,,,,,,,"['Kahlua', 'Unfilled', 'Unfilled', 'Unfilled', -1.0, -1.0, -1.0, 'Irish Cream', 'Amaretto', '151 Proof Rum', 'Cream', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled']","['1/2 Oz', '', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', '1/2 Oz', '1/2 Oz', '1/2 Oz Bacardi', '1 Oz', '', '', '', '']"
8689,,,,,,,"['Coffee', 'Unfilled', 'Unfilled', 'Unfilled', -1.0, -1.0, -1.0, 'Coriander', 'Cardamom', 'Sugar', 'Whipping Cream', 'Ice', 'Unfilled', 'Unfilled', 'Unfilled']","['6 Tblsp Ground', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', '1/4 Tsp', '4-5 Whole Green', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled']"
8690,,,,,,,"['Coffee', 'Unfilled', 'Unfilled', 'Unfilled', -1.0, -1.0, -1.0, 'Sugar', 'Cream', 'Cardamom', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled']","['Black', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', '', 'Pods', '', '', '', '', '', 'Unfilled']"
8691,,,,,,,"['Tea', 'Unfilled', 'Unfilled', 'Unfilled', -1.0, -1.0, -1.0, 'Water', 'Condensed Milk', 'Ice', 'Mint', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled']","['1/4 Cup Thai', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', '1/2 Cup Boiling', '2 Tsp Sweetened', 'Cubes', '', '', '', '', '']"
8692,,,,,,,"['Creme De Cacao', 'Unfilled', 'Unfilled', 'Unfilled', -1.0, -1.0, -1.0, 'Blue Curacao', 'Light Rum', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled']","['1 1/2 Oz', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', '1 Oz', '1/2 Oz', '', '', '', '', '', 'Unfilled']"
8693,,,,,,,"['Scotch', 'Unfilled', 'Unfilled', 'Unfilled', -1.0, -1.0, -1.0, 'Wine', 'Orange Juice', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled']","['1 1/2 Oz', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', '1 Oz Green Ginger', '1 Oz', '', '', '', '', '', 'Unfilled']"
8694,,,,,,,"['Water', 'Unfilled', 'Unfilled', 'Unfilled', -1.0, -1.0, -1.0, 'Brown Sugar', 'Coffee', 'Rum', 'Vanilla Extract', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled']","['1 Cup', '', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', '3/4-1 Cup', '4 Tsp', '1 Cup', '4 Tsp', '', '', '', '']"
8695,,,,,,,"['Gin', 'Unfilled', 'Unfilled', 'Unfilled', -1.0, -1.0, -1.0, 'Lemon Juice', 'Sugar', 'Club Soda', 'Maraschino Cherry', 'Orange', 'Unfilled', 'Unfilled', 'Unfilled']",
8696,,,,,,,"['Tomato Juice', 'Unfilled', 'Unfilled', 'Unfilled', -1.0, -1.0, -1.0, 'Lemon Juice', 'Celery Salt', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled']","['2 Cups', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', '1-2 Tblsp', '1 Dash', '', '', '', '', '', 'Unfilled']"
8697,,,,,,,"['Tequila', 'Unfilled', 'Unfilled', 'Unfilled', -1.0, -1.0, -1.0, 'Lime Juice', 'Agave Syrup', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled']","['4.5 Cl', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', '1.5 Cl', '2 Spoons', 'Unfilled', 'Unfilled', '', '', 'Unfilled', 'Unfilled']"
8698,,,,,,,"['Dry Vermouth', 'Unfilled', 'Unfilled', 'Unfilled', -1.0, -1.0, -1.0, 'Gin', 'Anis', 'Bitters', 'Orange Peel', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled']","['1 Oz', '', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', 'Unfilled', '1 Oz', '1/4 Tsp', '2 Dashes', 'Twist Of', '', '', '', '']"
